id,name,keyword,area,experience,employment,schedule,url,requirement,responsibility
119514819,Data Scientist,Data Scientist,Москва,От 1 года до 3 лет,Полная занятость,Полный день,https://hh.ru/vacancy/119514819,Высшее техническое образование (неоконченное высшее тоже обсуждаемо). Хорошая подготовка в области математики и алгоритмов. Отличное знание классического машинного обучения. ,...для выявления требований к AI-компоненте продукта и самостоятельная постановка задачи. Подготовка моделей в ПРОМ вместе с <highlighttext>data</highlighttext>-engineer-ами.
119534695,Data Engineer,Data Scientist,Москва,От 1 года до 3 лет,Полная занятость,Полный день,https://hh.ru/vacancy/119534695,"Подтвержденный опыт работы на позиции <highlighttext>Data</highlighttext> <highlighttext>Scientist</highlighttext>. Знание основ проектирования хранилищ данных (например, размерное моделирование) и добычи данных Английский язык...","Работа с инструментами анализа данных, обработка большого количества потоковых данных. Извлечение данных из различных источников. Анализ существующих данных и определение..."
117483603,Data Scientist,Data Scientist,Москва,От 3 до 6 лет,Полная занятость,Удаленная работа,https://hh.ru/vacancy/117483603,"Практический DS-опыт (от 3 лет). Знание классических алгоритмов ML и DL, метрик и структур данных. Уверенное владение Python. ","Находить и изучать научные публикации в области конкретных прикладных задач. Выявлять требования к данным, необходимым для решения задач. "
119912564,Аналитик данных,Data Scientist,Москва,От 3 до 6 лет,Полная занятость,Удаленная работа,https://hh.ru/vacancy/119912564,"...b бизнесе (медицина, банки, телеком, ритейл) в позиции <highlighttext>Data</highlighttext> analyst/ <highlighttext>Data</highlighttext> <highlighttext>scientist</highlighttext>. Практический опыт работы с PostgreSQL, ClickHouse, Python, DMP. ","Анализ данных, сегментация, выявление закономерностей, next best action, предиктивные модели, подготовка баз данных для различных проектов, коммуникаций. Разработка моделей для..."
119335005,Data scientist (команды CRM и модели оптимизации),Data Scientist,Москва,От 1 года до 3 лет,Полная занятость,Полный день,https://hh.ru/vacancy/119335005,"Опыт работы в моделировании от 1 - 2 лет в роли аналитика/DS, понимание банковских бизнес-процессов. Уверенное владение Python, Spark. ","Профилирование и сегментирование клиентов. Прогнозирование склонностей к определенным видам кредитных и некредитных продуктов, к категориям транзакций, к каналам коммуникации (next..."
116357268,ML - инженер,Data Scientist,Нижний Новгород,От 1 года до 3 лет,Полная занятость,Полный день,https://hh.ru/vacancy/116357268,"Профильное высшее финансовое, экономическое и/или математическое образование. Сильные знания в области математики / эконометрики и статистики. Опыт работы с большими...","Поддерживать модели анализа данных (поведение клиентов, динамика портфеля, чувствительность к объему цен, оптимизация структуры продукта и другие модели) для принятия..."
105927931,Data scientist,Data Scientist,Нижний Новгород,От 1 года до 3 лет,Полная занятость,Полный день,https://hh.ru/vacancy/105927931,"Хорошее понимание эконометрики / практический опыт анализа данных. Опыт работы в области <highlighttext>data</highlighttext> science. Опыт работы с Hadoop, Apache spark. ",Разрабатывать модели для прогноза поведения клиентов по продуктам Банка (в Python). Проводить расчеты NPV продуктов Банка на основании прогнозных моделей. 
119706210,Data Scientist (риск-моделирование),Data Scientist,Москва,От 1 года до 3 лет,Полная занятость,Полный день,https://hh.ru/vacancy/119706210,"Высшее экономическое образование. Опыт работы в банках или по банковскому направлению в финансовых, аудиторских или консалтинговых организациях. Опыт аналитической работы...",Сбор данных для модельной оценки банковских рисков. Аналитическая обработка баз данных с последующим анализом инструментов модельной оценки банковских рисков. 
119856761,Data Scientist (Корпоративные кредитные риски),Data Scientist,Москва,От 1 года до 3 лет,Полная занятость,Полный день,https://hh.ru/vacancy/119856761,"Высшее техническое и/ или экономическое образование. Хорошие знания в области теории вероятностей, математической статистики, алгоритмов машинного обучения. Уверенное владение Python...","Расчёт Экономического Капитала под кредитный риск и риск собственной недвижимости Банка и Группы, его сальдированием с валютным, процентным и торговым..."
119388338,Data Engineer ML,Data Scientist,Москва,От 3 до 6 лет,Полная занятость,Полный день,https://hh.ru/vacancy/119388338,"Опыт работы в роли <highlighttext>Data</highlighttext> engineer от 3 лет. Знание Python (Scala или Java). Отличное знание SQL, опыт работы с...","Перенос моделей машинного обучения в прод. Взаимодействие с <highlighttext>Data</highlighttext> <highlighttext>Scientist</highlighttext> командой. Coding, refactoring, code review. Сбор и подготовка данных для..."
119250924,Deep Learning/Computer Vision Engineer,Data Scientist,Москва,От 3 до 6 лет,Полная занятость,Полный день,https://hh.ru/vacancy/119250924,Хорошо разбираетесь в принципах компьютерного зрения и свёрточных нейронных сетей. - Умеете разбирать англоязычные статьи по нейросетевой тематике. - Понимаете математические основы...,ISS – Интеллектуальные Системы Безопасности — один из крупнейших отечественных ИТ-вендоров в области разработки аппаратно-программных решений на базе видео для...
119244402,Специалист по анализу данных/ Data Scientist,Data Scientist,Санкт-Петербург,От 3 до 6 лет,Полная занятость,Полный день,https://hh.ru/vacancy/119244402,Работать с данными. Опыт 3-5 лет. Умение писать понятный и воспроизводимый код. SQL на уровне среднего запроса сложности (выгрузки...,Проверять гипотезы. - Обучать ML модели. - Разработка моделей машинного обучения от бизнес постановки до внедрения в прод. - Взаимодействовать с университетами для...
118310517,Data Scientist (Classic ML/NLP),Data Scientist,Москва,От 3 до 6 лет,Полная занятость,Удаленная работа,https://hh.ru/vacancy/118310517,"Уверенное знание Python и базовых библиотек. Знание математического анализа, линейной алгебры, теории вероятности и математической статистики. Понимание принципов построения классических...",Разрабатывать с нуля и развивать AI/ML сервисы для сотрудников и клиентов. Разрабатывать рекомендательные системы для разных продуктов компании БКС...
119303534,Middle Data Scientist (кредитно-платежные продукты),Data Scientist,Москва,От 1 года до 3 лет,Полная занятость,Удаленная работа,https://hh.ru/vacancy/119303534,"Опыт работы в области <highlighttext>Data</highlighttext> Science от 2х лет. Уверенные знания алгоритмов машинного обучения, принципов их работы, ключевых особенностей...","Мы в поисках <highlighttext>Data</highlighttext> <highlighttext>scientist</highlighttext> в направление кредитно-платежных продуктов. Отвечаем за эффективность персонализации предложений, своими решениями напрямую влияем на..."
120298297,Web-аналитик,Data Scientist,Москва,От 3 до 6 лет,Полная занятость,Полный день,https://hh.ru/vacancy/120298297,"Опыт в проектировании DWH, построении модели данных в проектах big <highlighttext>data</highlighttext>, составления требований. Знание методов и стандартов обмена данными между...","Предоставление экспертной поддержки внутренним потребителям (<highlighttext>data</highlighttext> analysts, <highlighttext>data</highlighttext> <highlighttext>scientists</highlighttext>) по вопросам, связанным с использованием данных. Поиск и внедрение новых Martech..."
119560796,Python ML/AI Engineer,Data Scientist,Тбилиси,От 1 года до 3 лет,Полная занятость,Удаленная работа,https://hh.ru/vacancy/119560796,Strong experience with Python. Hands-on experience with LangChain and LangGraph. Proficiency in integrating OpenAI API. Solid background in prompt...,Develop and integrate LLM-based features using LangChain and OpenAI. Build and optimize RAG pipelines and vector search systems. 
119723509,"Data Scientist, Платформа чат-ботов",Data Scientist,Москва,От 3 до 6 лет,Полная занятость,Полный день,https://hh.ru/vacancy/119723509,"Работать с LLM и RAG. Опыт работы <highlighttext>Data</highlighttext> <highlighttext>Scientist</highlighttext> от 2х лет. Опыт работы с NLP от 1,5...","Основное направление работы команды «Диалогового ИИ и ML сервисов» - разработка моделей машинного обучения, которые используются в определении намерения клиентов ботами..."
119229974,Data scientist / Специалист по нейросетям,Data Scientist,Щелково (Московская область),От 1 года до 3 лет,Полная занятость,Полный день,https://hh.ru/vacancy/119229974,"Знание SQL. У нас PostgreSQL. Умение парсить JSON данные. Понимать, как работают рекуррентные нейронные сети, в частности LSTM. ","Сбор данных с наших серверов по всему миру. Структуризация, предобработка, разметка. Формирование регламента и требований сбора данных. Поиск значимых признаков..."
115601214,"Ведущий разработчик Java, Верхний мета-поиск",Data Scientist,Москва,От 3 до 6 лет,Полная занятость,Полный день,https://hh.ru/vacancy/115601214,Хорошее знание Java и опыт разработки от 2 лет. Знание классических алгоритмов и структур данных. Опыт использования реляционных СУБД и...,На бекенде пишем на Java. Gitlab ci/cd с множеством сред для разработки и тестирования. В своих микросервисах инферем ML...
119038333,Senior Data Scientist (RL),Data Scientist,Москва,От 3 до 6 лет,Полная занятость,Удаленная работа,https://hh.ru/vacancy/119038333,Опыт работы в ML от 3 лет. Математический / computer science / естественно-научный бэкграунд в высшем образовании. Разработка полного цикла моделей...,"Система управления и расчета минимальной суммы заказа создана, чтобы сократить негативное воздействие от внешних факторов, таких как непогода, незапланированный рост..."
118266231,Ведущий Data Scientist (BI-аналитик),Data Scientist,Москва,От 1 года до 3 лет,Полная занятость,Полный день,https://hh.ru/vacancy/118266231,"Высшее профессиональное (техническое / финансовое / экономическое) образование. Стаж работы на аналогичной должности от 2 лет. Продвинутые навыки проектирования, формирования и разработки...","Финансовое моделирование, анализ финансовых показателей в Excel и MS Power BI. Взаимодействие с заказчиками и конечными пользователями по разработке визуализированной..."
119705577,Middle Data Scientist (Прогноз заказов и оптимизация),Data Scientist,Москва,От 1 года до 3 лет,Полная занятость,Удаленная работа,https://hh.ru/vacancy/119705577,Большой плюс: опыт работы над моделями прогноза временных рядов.,"Мы развиваем и поддерживаем ETL-процессы, выстраиваем <highlighttext>Data</highlighttext> Governance, поддерживаем BI, встраиваем ML модели в процессы Коммерции и Операций, встраиваем..."
119291663,Специалист по цифровым технологиям аудита,Data Scientist,Воронеж,Нет опыта,Полная занятость,Полный день,https://hh.ru/vacancy/119291663,Имеешь оконченное высшее образование или также студент старших курсов. Можешь обрабатывать данные с помощью SQL или Excel/PowerQuery. ,Исследовать и анализировать большие неструктурированные объемы информации. Участвовать в аудиторских проверках по всем направлениям работы Сбера. Подготавливать рекомендации по улучшению...
105460142,Data Scientist / Machine Learning Engineer middle,Data Scientist,Москва,От 1 года до 3 лет,Полная занятость,Удаленная работа,https://hh.ru/vacancy/105460142,"Уверенное владение языком Python. Опыт использования основных библиотек машинного обучения numpy, pandas, matplotlib, opencv, natasha, pymorphy2, scikit-image, pytorch...",Тестировать имеющиеся CV-модели на базе нейронный сетей. Дорабатывать текущие решения и заниматься новыми разработками. Участвовать в цикле создания новых...
119560793,Python ML/AI Engineer,Data Scientist,Минск,От 1 года до 3 лет,Полная занятость,Удаленная работа,https://hh.ru/vacancy/119560793,Strong experience with Python. Hands-on experience with LangChain and LangGraph. Proficiency in integrating OpenAI API. Solid background in prompt...,Develop and integrate LLM-based features using LangChain and OpenAI. Build and optimize RAG pipelines and vector search systems. 
119764742,Дата-сайентист (Data Scientist),Data Scientist,Москва,От 3 до 6 лет,Полная занятость,Удаленная работа,https://hh.ru/vacancy/119764742,"Опыт обучения и тонкой настройки языковых моделей (BERT, GPT, T5, RoBERTa, Qwen и т.д.). Знание фреймворков: PyTorch, TensorFlow...",Разработка дата-сетов для обучения моделей на низкоресурсном языке. Оптимизация времени обучения LLM (Large Language Model) с использованием распределенных вычислений. 
119624423,Data Scientist (Middle+/Senior),Data Scientist,Москва,От 3 до 6 лет,Полная занятость,Удаленная работа,https://hh.ru/vacancy/119624423,Опыт работы на позиции <highlighttext>Data</highlighttext> <highlighttext>Scientist</highlighttext> от 2-х лет. Глубокие знания и опыт работы с методами машинного обучения. ,"Участвовать в исследовании новых данных, оценивать их качество и полноту. Разрабатывать, тестировать и поддерживать CV/NLP модели медицинского ИИ. "
119229976,Data scientist / Специалист по нейросетям,Data Scientist,Мытищи (Московская область),От 1 года до 3 лет,Полная занятость,Полный день,https://hh.ru/vacancy/119229976,"Знание SQL. У нас PostgreSQL. Умение парсить JSON данные. Понимать, как работают рекуррентные нейронные сети, в частности LSTM. ","Сбор данных с наших серверов по всему миру. Структуризация, предобработка, разметка. Формирование регламента и требований сбора данных. Поиск значимых признаков..."
118344285,Руководитель отдела рисков Senior Data scientist,Data Scientist,Москва,От 3 до 6 лет,Полная занятость,Полный день,https://hh.ru/vacancy/118344285,"Глубокие знания и практический опыт в машинном обучении; (supervised и unsupervised методы), а также нейронных сетях. Уверенные навыки программирования на...","Проектирование и реализация безопасной инфраструктуры для разработки и развертывания моделей машинного обучения. Внедрение политики безопасности, обеспечивающей защиту данных и моделей..."
119842731,Data Engineer,Data Scientist,Санкт-Петербург,От 3 до 6 лет,Полная занятость,Удаленная работа,https://hh.ru/vacancy/119842731,знание алгоритмов и структур данных. — знание SQL и принципов работы классических БД. — желание развиваться в BigData и ML. ,"проектирование и построение DWH. — подготовка витрин данных для отчетности, бизнеса и дата аналитики. — организация пайплайнов сбора данных от бэкендов и..."
119546848,Системный аналитик,Data Scientist,Москва,От 1 года до 3 лет,Полная занятость,Полный день,https://hh.ru/vacancy/119546848,"Опыт работы в роли бизнес или системного аналитика от 2-х лет. Опыт описания интеграций ( Rest Api, SOAP). ",Анализ потребностей целевых пользователей Портала. Формализация требований. Описание сервисов и контрактов между ними в микросервисной архитектуре. Взаимодействие со смежными командами...
109198487,Эксперт/аналитик данных отдела развития и автоматизации отчетности,Data Scientist,Москва,От 1 года до 3 лет,Полная занятость,Полный день,https://hh.ru/vacancy/109198487,"Опыт работы от года в роли Аналитика данных, Системного аналитика, <highlighttext>Data</highlighttext> <highlighttext>Scientist</highlighttext>, Инженера по внедрению информационных систем. Уверенное знание SQL...","Сопровождение регулярной отчётности департамента. Поиск и устранение ошибок. Поиск и анализ данных в различных БД и системах, а также сверка..."
120008276,Аналитик данных (Data Scientist),Data Scientist,Москва,От 3 до 6 лет,Полная занятость,Полный день,https://hh.ru/vacancy/120008276,Опыт работы в роли аналитика данных не менее 6 лет. Высшее образование в области экономики или аналитики. Понимание макро- и...,"Проведение исследований рыночных закономерностей и сбор внутренних и внешних данных для построения моделей ценообразования, логистики и других предметных областей. "
106978588,"Старший разработчик Java, Java-платформа",Data Scientist,Москва,От 3 до 6 лет,Полная занятость,Удаленная работа,https://hh.ru/vacancy/106978588,Отличное знание Java и опыт разработки от 3 лет. Знание классических алгоритмов и структур данных. Опыт с многопоточными приложениями. ,"Java 21. Gitlab CI/CD с множеством сред для разработки и тестирования. Технологии: GRPC, Spark, Flink. Инфра: PG, Redis, Kafka..."
119609073,Junior Data Scientist (A/B-testing),Data Scientist,Москва,От 1 года до 3 лет,Полная занятость,Удаленная работа,https://hh.ru/vacancy/119609073,Есть большой опыт проведения а/б-тестов и стремление совершенствовать методологию. Сами генерим идеи и доводим их до продуктива. ,"Немного о команде: Кросс-функциональная команда DS/MLE. Используем передовой стек, стараемся сначала думать и проектировать, а потом делать, регулярно..."
119427236,Data Scientist (Кипр),Data Scientist,Польша,От 1 года до 3 лет,Полная занятость,Полный день,https://hh.ru/vacancy/119427236,"опыт работы с ML-моделями: классификация, регрессия, рекомендации. - владение методами feature engineering и оценкой качества моделей. - отличное знание SQL и...","построение моделей и формулирование предсказаний, которые реально работают. - анализ продуктовых метрик, поиск закономерностей и помощь команде в принятии эффективных решений. - "
119514605,Data Scientist / CV Researcher,Data Scientist,Санкт-Петербург,От 3 до 6 лет,Полная занятость,Полный день,https://hh.ru/vacancy/119514605,Высшее образование. Опыт участия в проектах DA/ML/CV/DL/LLM/AI. Хорошее знание классических моделей и метрик ML/CV. ,"Участие в разработке геоинформационных систем с элементами ML/CV. Разработка и поддержка библиотек/сервисов для подготовки данных, обучения моделей и..."
120292552,Senior Data Scientist в команду предиктивной аналитики,Data Scientist,Москва,От 3 до 6 лет,Полная занятость,Полный день,https://hh.ru/vacancy/120292552,Высшее техническое или математическое образование. Более двух лет опыта на позиции <highlighttext>Data</highlighttext> Science или Machine Learning. Опыт работы с Python...,"Построение и улучшение ML-архитектуры процессов обработки данных. Разработка ML-моделей, настраивание их качественной и количественной оценки, анализ результатов. "
119699616,"Backend-разработчик Junior+ (NodeJS, TS)",Data Scientist,Тюмень,От 1 года до 3 лет,Полная занятость,Полный день,https://hh.ru/vacancy/119699616,"Уверенные знания Node.js, PostgreSQL, GIT, Nestjs,TypeScript. Опыт разработки REST API, интеграций с внешними системами и работы с большими данными. ",Обеспечение отказоустойчивости и масштабируемости серверной архитектуры. Активное взаимодействие с командами Frontend и <highlighttext>Data</highlighttext> <highlighttext>Scientist</highlighttext> для интеграции новых функциональных возможностей.
120269262,Senior Data Scientist / Промо,Data Scientist,Москва,От 3 до 6 лет,Полная занятость,Удаленная работа,https://hh.ru/vacancy/120269262,Опыт предсказания бизнесовых метрик с помощью классического машинного обучения и эконометрики. Умение работать с моделями Uplift. Опыт работы с Marketing...,Сбор и обработку данных о поведении клиентов и эффективности промо-акций. Разработку и обучение ML-моделей для предсказания результатов. 
119890945,Data Scientist,Data Scientist,Нижний Новгород,От 1 года до 3 лет,Полная занятость,Полный день,https://hh.ru/vacancy/119890945,"Высшее образование в области Computer Science, <highlighttext>Data</highlighttext> Science, математики или смежных дисциплин. Не менее 2 лет опыта в <highlighttext>Data</highlighttext> Science...","R&D-разработка для внутренних команд (исследование и внедрение LLM-решений для задач, которые ставят другие отделы (например, автоматизация ответов..."
117232191,Data Analyst,Data Scientist,Москва,От 3 до 6 лет,Полная занятость,Удаленная работа,https://hh.ru/vacancy/117232191,Опыт опыт работы на позиции аналитика данных/продуктового аналитика/<highlighttext>Data</highlighttext> <highlighttext>Scientist</highlighttext>'a от 3 лет. Опыт программирования на Python. ,"Заниматься построением продуктовой аналитики для CPO и других Product Owner'ов. Участвовать в принятии продуктовых решений: A/B тестирование, оценка..."
118655820,Senior Data scientist,Data Scientist,Москва,От 3 до 6 лет,Полная занятость,Удаленная работа,https://hh.ru/vacancy/118655820,"Опыт работы в области разработки моделей оценки риска в банковской сфере, страховых компаниях или консалтинге от 2ух лет. ","Разработка, тестирование и валидация статистических и математических моделей оценки кредитных рисков для корпоративного сегмента и финансовых институтов (PD, LGD, EAD..."
119211344,Data scientist (Middle/Middle+),Data Scientist,Москва,От 3 до 6 лет,Полная занятость,Полный день,https://hh.ru/vacancy/119211344,"...в области <highlighttext>Data</highlighttext> Science. Стандартный ML-стек: Python, Scikit-learn, pandas, numpy, scipy, Catboost, XGBoost. Знание Big <highlighttext>Data</highlighttext> стека: SQL...","Поиск, анализ данных и формирование признаков для построения ML-моделей. Построение и продуктивизация ML-моделей. Перед нами стоит множество задач..."
119514666,Ai-agent engineer (прототипирование AI-агентов),Data Scientist,Москва,От 1 года до 3 лет,Полная занятость,Полный день,https://hh.ru/vacancy/119514666,"Знание современных LLM и их особенностей, архитектуры AI-агентов. Базовые знания NLP (понимание эмбеддингов, токенезации, стандартных методов интерпретации моделей). ",Работа с командами <highlighttext>data</highlighttext>-<highlighttext>scientists</highlighttext> для улучшения моделей/AI-агентов. Составление гайдов по best practices промт-инжиниринга. Документация автоматизированных AI...
119647385,Data Scientist (Middle),Data Scientist,Москва,От 3 до 6 лет,Полная занятость,Полный день,https://hh.ru/vacancy/119647385,"Имеешь опыт машинного обучения в индустрии. Готов работать над задачами, в которых нельзя просто import ml. Любишь обсуждать идеи, свой...","Готов глубоко погружаться в данные, анализировать модели и строить интерпретации, общаться с заказчиками и превращать их пожелания в гипотезы. "
119616770,Data scientist (Junior+/Pre middle),Data Scientist,Екатеринбург,От 1 года до 3 лет,Полная занятость,Полный день,https://hh.ru/vacancy/119616770,"Можете работать в команде. Опыт работы в области <highlighttext>data</highlighttext> science. Опыт работы с Hadoop, Apache spark. Знание английского языка, достаточное...",Разрабатывать модели для прогноза поведения клиентов по продуктам Банка (в Python). Проводить расчеты NPV продуктов Банка на основании прогнозных моделей. 
119031132,Data Scientist CV,Data Scientist,Казань,От 3 до 6 лет,Полная занятость,Полный день,https://hh.ru/vacancy/119031132,"Опыт работы с нейронными сетями от 2-х лет (СNN, RNN, YOLO). Опыт работы с микрокомпьютерами Raspberry Pi/Orange Pi...",Писать код для решения конкретных задач по компьютерной обработке изображений.
119925102,Data Scientist,Data Scientist,Санкт-Петербург,От 3 до 6 лет,Полная занятость,Удаленная работа,https://hh.ru/vacancy/119925102,Опыт работы в роли <highlighttext>Data</highlighttext> <highlighttext>Scientist</highlighttext> от 3 лет. Опыт end-to-end разработки ML-решений: от постановки задачи и...,"Разработка ML-моделей на различных типах данных: табличные, графовые, геоданные, NLP и событийные последовательности для прогнозирования отказов и сбоев в..."
119532362,Data Scientist,Data Scientist,Тбилиси,Более 6 лет,Полная занятость,Удаленная работа,https://hh.ru/vacancy/119532362,5 years of python coding experience. - 5 years of SQL. - Dashboarding (Power BI). - Min 1 year experience with aws. - ,
118073500,Data Scientist (middle),Data Scientist,Санкт-Петербург,От 1 года до 3 лет,Полная занятость,Полный день,https://hh.ru/vacancy/118073500,"Высшее техническое образование. Хорошее знание линейной алгебры, теории вероятности, математической статистики, методов решений дифференциальных уравнений, численных методов, методов оптимизации. ","Решение ML-задач от идеи до production: изучать материалы, искать и обрабатывать данные, обучать и валидировать модели, автоматизировать расчёты. "
119387898,Data scientist (Управление рисками корпоративных клиентов),Data Scientist,Москва,От 1 года до 3 лет,Полная занятость,Полный день,https://hh.ru/vacancy/119387898,Высшее образование в области технических / физико-математических наук. Опыт разработки моделей машинного обучения и успешная реализации кросс-функциональных проектов. ,Совместно с заказчиками разрабатывать план развития моделей и включения их в систему принятия решений. Участвовать в полном цикле разработки модели...
118310212,Python Developer (Limassol office),Data Scientist,Кипр,От 3 до 6 лет,Полная занятость,Полный день,https://hh.ru/vacancy/118310212,Excellent communication skills and the ability to work effectively within an agile team. Experience with <highlighttext>data</highlighttext> engineering practices and tools...,"...with <highlighttext>data</highlighttext> <highlighttext>scientists</highlighttext> and ML engineers to implement AI models in production environments. Optimize application performance, ensuring efficient <highlighttext>data</highlighttext> processing..."
116416326,Старший data scientist (ML),Data Scientist,Казань,От 1 года до 3 лет,Полная занятость,Полный день,https://hh.ru/vacancy/116416326,Опыт полного цикла решения ML-задачи: от предобработки данных до оценки качества моделей в проде. Глубокое понимание рекомендательных систем: подходы...,"Разрабатывать и внедрять рекомендательные системы на основе современных подходов машинного обучения, включая нейронные сети и гибридные методы. Применять uplift-моделирование..."
119958555,Data Scientist,Data Scientist,Москва,От 3 до 6 лет,Полная занятость,Полный день,https://hh.ru/vacancy/119958555,Техническое образование. Опыт работы в DSML от 2 лет. Уверенное владение Python и другими языками программирования. Знание базовых и специализированных...,"Разработка и исследование моделей прогнозирования, поиска аномалий, классификации на базе библиотек машинного обучения для технологического оборудования энергообъектов. Тестирование разработанных модулей..."
119578529,Data Scientist (Ml Платформа),Data Scientist,Москва,От 3 до 6 лет,Полная занятость,Полный день,https://hh.ru/vacancy/119578529,"Опыт работы с SQL. Будет плюсом: Опыт с Big <highlighttext>Data</highlighttext> и MLOps-стеком (Spark, Hive, MLFlow, AirFlow). Опыт работы с...",Feature engineering для модели forecast. Внедрением ML-моделей в рабочие процессы взаимодействие с бизнесом. Выстраиванием MLOps-процессов.
117519659,TL Data Scientist,Data Scientist,Москва,Более 6 лет,Полная занятость,Полный день,https://hh.ru/vacancy/117519659,Имеешь опыт управления командой от 3-х лет. Обладаешь глубокими знаниями в области машинного обучения. Имеешь опыт работы с большими...,"Руководить командой (DS, аналитики и ассессры), координировать работу со смежными подразделениями (DE и Java-разработчики). Выявлять потребности пользователей. "
115496430,"Старший Data Scientist, Эффективность рекламы",Data Scientist,Москва,От 3 до 6 лет,Полная занятость,Полный день,https://hh.ru/vacancy/115496430,Опыт внедрениия ML-моделей в продакшн. Глубокие знания теории машинного обучения. Хорошее знание Python. Опыт написания SQL запросов или работы...,"Наша группа отвечает за эффективность товарной рекламы - продавец платит маркетплейсу за продвижение своих товаров в поиске, каталоге, рекомендациях и других..."
119828412,Data scientist,Data Scientist,Москва,От 1 года до 3 лет,Полная занятость,Полный день,https://hh.ru/vacancy/119828412,"Высшее образование физико-математическое, техническое, экономическое. Знание математических методов: математической статистики, теории вероятностей, регрессионного анализа. Знание принципов и практический опыт...","Разработка математических моделей оценки вероятности дефолта (Application PD, Behavioral PD, Collection). Разработка и поддержка аналитической отчетности по моделям (PSI, fact..."
120275205,Стажёр (Развитие процессов и систем),Data Scientist,Москва,Нет опыта,Полная занятость,Полный день,https://hh.ru/vacancy/120275205,"В том числе Выпускник или в том числе студент выпускного курса бакалавриата/специалитета, студент 1-2 курса магистратуры, Технический профиль...","Составление аналитических справок по продуктам и рынкам. Работа с технической командой (<highlighttext>data</highlighttext> <highlighttext>scientists</highlighttext>, BI-разработчики), обеспечивающей стабильную работу и развитие..."
117487440,Data Scientist/ML Engineer,Data Scientist,Москва,От 3 до 6 лет,Полная занятость,Полный день,https://hh.ru/vacancy/117487440,"Будет плюсом: Опыт в проведении А/Б тестов. Опыт с Big <highlighttext>Data</highlighttext> стеком (Spark, Hive, AirFlow, Kafka). Опыт самостоятельного проектирования...",Внедрением ML-моделей в рабочие процессы. Взаимодействие с бизнесом.
119560795,Python ML/AI Engineer,Data Scientist,Ташкент,От 1 года до 3 лет,Полная занятость,Удаленная работа,https://hh.ru/vacancy/119560795,Strong experience with Python. Hands-on experience with LangChain and LangGraph. Proficiency in integrating OpenAI API. Solid background in prompt...,Develop and integrate LLM-based features using LangChain and OpenAI. Build and optimize RAG pipelines and vector search systems. 
